年度,縣市別,序號,醫療院所名稱,醫療院所十碼代碼,郵遞區號,地    址
2015,臺北市,3601,官世英診所,3501201219,116,臺北市文山區景興路45號
2015,臺北市,3602,徐慧玲診所,3501202510,116,臺北市文山區興隆路四段99號1樓
2015,臺北市,3603,瑞萱診所,3501202467,116,臺北市文山區景華街124號
2015,臺北市,3604,林正豐診所,3501202823,116,臺北市文山區保儀路25號
2015,臺北市,3605,震杰小兒科診所,3501202592,116,臺北市文山區景興路129號1樓
2015,臺北市,3606,景安診所,3501202725,116,臺北市文山區羅斯福路六段136號2樓
2015,臺北市,3607,欣民診所,3501201139,116,臺北市文山區保儀路37號
2015,臺北市,3608,東翰診所,3501202967,116,臺北市文山區興隆路二段139號
2015,臺北市,3609,仁耀診所,3501200249,116,臺北市文山區興隆路一段273號
2015,臺北市,3610,吳錫賢診所,3501200972,116,臺北市文山區木新路3段208號
2015,臺北市,3611,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,1101100011,104,臺北市中山區中山北路2段92號
2015,臺北市,3612,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕兒童醫院,1101100020,104,臺北市中山區中山北路２段９２號
2015,臺北市,3613,協和婦女醫院,1501100037,104,臺北市中山區松江路85巷5號
2015,臺北市,3614,臺北市立聯合醫院附設中山門診部,2101100227,104,臺北市中山區松江路367號
2015,臺北市,3615,中崙聯合診所,3501100182,104,臺北市中山區八德路2段303號
2015,臺北市,3616,木生婦產科診所,3501100815,104,臺北市中山區長安東路2段90號1-4樓
2015,臺北市,3617,鄭志誠小兒科診所,3501103585,104,臺北市中山區民生東路1段8號
2015,臺北市,3618,陳炯輝診所,3501100217,104,臺北市中山區民生東路2段103號
2015,臺北市,3619,黃喜祥小兒科診所,3501101358,104,臺北市中山區民生東路2段84號
2015,臺北市,3620,龍江小兒科診所,3501103503,104,臺北市中山區龍江路181-1號
2015,臺北市,3621,大直診所,3501103272,104,臺北市中山區北安路591號
2015,臺北市,3622,寧康聯合診所 ,3501103665,104,臺北市中山區遼寧街220號1樓
2015,臺北市,3623,葉小兒科診所,3501100986,104,臺北市中山區長春路227號
2015,臺北市,3624,民生承安診所,3501104322,104,臺北市中山區民生東路3段90號
2015,臺北市,3625,慶恩小兒科診所 ,3501104091,104,臺北市中山區吉林路117號
2015,臺北市,3626,樂群診所,3501104377,104,臺北市中山區樂群2路210-2號1樓
2015,臺北市,3627,臺北市立聯合醫院林森院區,101090517,104,臺北市中山區林森北路530號
2015,臺北市,3628,高固?診所,3501105310,104,臺北市中山區北安路613號
2015,臺北市,3629,北安聯合診所,3501101849,104,臺北市中山區北安路569-3號
2015,臺北市,3630,莊宇龍診所,3501105445,104,臺北市中山區北安路637號
2015,臺北市,3631,愛鄰診所,3501105767,104,臺北市中山區北安路520-1號
2015,臺北市,3632,泰安醫院,1501101141,104,臺北市中山區民權東路二段92巷2-1號
2015,臺北市,3633,信安診所,3501106111,104,臺北市中山區民生西路24號3樓
2015,臺北市,3634,農安診所,3501106264,104,臺北市中山區農安街62號
2015,臺北市,3635,王三郎婦產科診所,3501101385,104,臺北市中山區中山北路二段166-2號
2015,臺北市,3636,宗北內科診所,3501102622,104,臺北市中山區民生西路24號1樓
2015,臺北市,3637,吳振力診所,3501103978,104,臺北市中山區長春路309號
2015,臺北市,3638,陳世澤內科診所,3501102364,104,臺北市中山區龍江路284-1號
2015,臺北市,3639,德美診所,3501103334,104,臺北市中山區北安路596號1樓
2015,臺北市,3640,杏慈診所,3501106559,104,臺北市中山區民權東路２段１５２巷２之１號 
2015,臺北市,3641,柏泉內科小兒科診所,3501100995,104,臺北市中山區北安路５９５巷２０弄５號
2015,臺北市,3642,榮星診所,3501107574,104,臺北市中山區龍江路２７２號
2015,臺北市,3643,龍安診所,3501107805,104,臺北市中山區錦州街２９６號
2015,臺北市,3644,國立臺灣大學醫學院附設醫院北護分院,401190010,108,臺北市萬華區康定路37號
2015,臺北市,3645,西園醫院,1501190031,108,臺北市萬華區西園路2段270號
2015,臺北市,3646,財團法人台灣省私立臺北仁濟院附設仁濟醫院,1401190011,108,臺北市萬華區廣州街243號
2015,臺北市,3647,同仁院醫療財團法人萬華醫院,1401190039,108,臺北市萬華區中華路2段606巷6號
2015,臺北市,3648,臺北市立聯合醫院附設萬華門診部,2101191068,108,臺北市萬華區東園街152號
2015,臺北市,3649,天行健診所,3501192733,108,臺北市萬華區寶興街127號
2015,臺北市,3650,萬澤內科診所,3501194595,108,臺北市萬華區萬大路425之1號 2-3樓
2015,臺北市,3651,快樂兒童診所,3501194424,108,臺北市萬華區寶興街121號
2015,臺北市,3652,萬華劉小兒科診所,3501190168,108,臺北市萬華區康定路158號
2015,臺北市,3653,永康診所,3501194657,108,臺北市萬華區桂林路47號
2015,臺北市,3654,青年診所,3501194451,108,臺北市萬華區中華路2段424號
2015,臺北市,3655,漢宗小兒科診所,3501192251,108,臺北市萬華區中華路2段434號1樓
2015,臺北市,3656,瑞生診所,3501195690,108,臺北市萬華區西園路２段２５０號
2015,臺北市,3657,新光醫療財團法人新光吳火獅紀念醫院,1101150011,111,臺北市士林區文昌路95號
2015,臺北市,3658,臺北市立聯合醫院陽明院區,101090517,111,臺北市士林區雨聲街105號
2015,臺北市,3659,貝爾聯合診所,3501153236,111,臺北市士林區中山北路七段82巷9號1樓
2015,臺北市,3660,張虔熙小兒科診所,3501153665,111,臺北市士林區中山北路六段282號
2015,臺北市,3661,忠誠聯合診所,3501151849,111,臺北市士林區德行東路109巷102弄6號
2015,臺北市,3662,家愛小兒科診所,3501153718,111,臺北市士林區中山北路五段633號
2015,臺北市,3663,邱世昌診所,3501150388,111,臺北市士林區文林路718號
2015,臺北市,3664,存德小兒科診所,3501150422,111,臺北市士林區文林路460號
2015,臺北市,3665,周怡宏小兒科診所,3501153941,111,臺北市士林區基河路200號
2015,臺北市,3666,愛林診所,3501153745,111,臺北市士林區後港街210號
2015,臺北市,3667,蘇慧卿診所,3501151161,111,臺北市士林區大南路274號
2015,臺北市,3668,慈田耳鼻喉科診所,3501151901,111,臺北市士林區延平北路五段185號
2015,臺北市,3669,蕭雨青小兒科診所,3501151974,111,臺北市士林區延平北路五段292號
2015,臺北市,3670,平安診所,3501153567,111,臺北市士林區社子街36-1號
2015,臺北市,3671,臺北醫學大學附設醫院,1301170017,110,臺北市信義區吳興街252號
2015,臺北市,3672,臺北市立聯合醫院附設信義門診部,2101170050,110,臺北市信義區信義路五段15號1樓
2015,臺北市,3673,新穎全診所,3501173685,110,臺北市信義區和平東路三段265號
2015,臺北市,3674,松禾診所,3501173836,110,臺北市信義區松山路130號3樓
2015,臺北市,3675,登瑞安診所,3501173336,110,臺北市信義區林口街232號
2015,臺北市,3676,仁康醫院,1501170039,110,臺北市信義區基隆路二段131-24號
2015,臺北市,3677,王寬仁診所,3501171010,110,臺北市信義區虎林街121巷11號1樓
2015,臺北市,3678,長風小兒科診所,3501171716,110,臺北市信義區莊敬路351號1樓
2015,臺北市,3679,林應然小兒科診所,3501173425,110,臺北市信義區福德街75號
2015,臺北市,3680,聯合報系員工診療所,3401171107,110,臺北市信義區忠孝東路4段559巷1號6樓
2015,臺北市,3681,陽光耳鼻喉科,3501173032,110,臺北市信義區松山路484號之8號
2015,臺北市,3682,張育驍診所,3501171225,110,臺北市信義區吳興街467巷2弄6號一樓
2015,臺北市,3683,總站18號診所,3501174253,110,臺北市信義區吳興街467巷2弄18號
2015,臺北市,3684,黃啟彰診所 ,3501170835,110,臺北市信義區松山路261-1號
2015,臺北市,3685,大明診所,3501171654,110,臺北市信義區崇德街３５號１樓
2015,臺北市,3686,邱婦產科,3501170237,110,臺北市信義區虎林街198號
2015,臺北市,3687,宏安診所,3501173765,110,臺北市信義區忠孝東路5段191號1樓
2015,臺北市,3688,明輝診所,3501173327,110,臺北市信義區松隆路282-3號
2015,臺北市,3689,慧祥診所,3501174306,110,臺北市信義區松山路484之5號
2015,臺北市,3690,朱耳鼻喉科,3501170255,110,臺北市信義區忠孝東路五段452號
2015,臺北市,3691,松展診所,3501174566,110,臺北市信義區松隆路８８號
2015,臺北市,3692,德佑診所,3501174235,110,臺北市信義區福德街２１５號
2015,臺北市,3693,臺北市立聯合醫院附設大同門診部,2101090011,103,臺北市大同區昌吉街52號
2015,臺北市,3694,施小兒科診所,3501090458,103,臺北市大同區重慶北路3段28號
2015,臺北市,3695,建順診所,3501093584,103,臺北市大同區甘州街51號
2015,臺北市,3696,澤康診所,3501093557,103,臺北市大同區重慶北路3段71號
2015,臺北市,3697,黃博裕小兒科診所,3501090814,103,臺北市大同區赤峰街49巷21號
2015,臺北市,3698,建成診所,3501092890,103,臺北市大同區長安西路82號
2015,臺北市,3699,羅源彰診所,3501093299,103,臺北市大同區長安西路137號
2015,臺北市,3700,澤民診所,3501093048,103,臺北市大同區酒泉街104號
2015,臺北市,3701,王佳文內兒科診所,3501090065,103,臺北市大同區重慶北路3段274之1號
2015,臺北市,3702,羅志弘診所,3501091133,103,臺北市大同區重慶北路3段115號
2015,臺北市,3703,博安家庭醫學診所,3501028210,106,臺北市大安區麗水街3號
2015,臺北市,3704,葉明憲診所,3501022727,106,臺北市大安區羅斯福路3段191號2樓
2015,臺北市,3705,許靜瑛小兒科診所,3501028050,106,臺北市大安區和平東路一段230號1樓
2015,臺北市,3706,健全聯合診所,3501023206,106,臺北市大安區金山南路2段152號1樓
2015,臺北市,3707,佳音診所,3501022914,106,臺北市大安區復興南路一段261-3號
2015,臺北市,3708,宏恩醫療財團法人宏恩綜合醫院,1101020036,106,臺北市大安區仁愛路4段71巷1號
2015,臺北市,3709,中心診所醫療財團法人中心綜合醫院,1101020027,106,臺北市大安區忠孝東路4段77號
2015,臺北市,3710,沈德昌診所,3501021579,106,臺北市大安區四維路189號
2015,臺北市,3711,林繼國診所,3501021720,106,臺北市大安區忠孝東路3段217巷1弄12號
2015,臺北市,3712,國泰醫療財團法人國泰綜合醫院,1101020018,106,臺北市大安區仁愛路四段280號
2015,臺北市,3713,尹書田醫療財團法人書田泌尿科眼科診所,4001020028,106,臺北市大安區建國南路2段276號
2015,臺北市,3714,中山醫療社團法人中山醫院,901020013,106,臺北市大安區仁愛路4段112巷11號
2015,臺北市,3715,延吉診所,3501025648,106,臺北市大安區延吉街241巷2弄5號1樓
2015,臺北市,3716,涂白河診所,3501022325,106,臺北市大安區復興南路2段151巷21號
2015,臺北市,3717,衛生福利部中央健康保險署臺北第二聯合門診中心,2701020020,106,臺北市大安區信義路三段140號1樓
2015,臺北市,3718,劉建宏診所,3501027491,106,臺北市大安區大安路2段139號
2015,臺北市,3719,安東診所,3501028292,106,臺北市大安區和平東路二段165號
2015,臺北市,3720,仁安診所,3501022496,106,臺北市大安區和平東路二段175巷34號
2015,臺北市,3721,啟誠聯合診所,3501022843,106,臺北市大安區和平東路2段120號
2015,臺北市,3722,邱醫師診所,3501029351,106,臺北市大安區和平東路三段288號
2015,臺北市,3723,吳坤光婦產科診所,3501021239,106,臺北市大安區信義路四段59號
2015,臺北市,3724,那明珠診所,3501028845,106,臺北市大安區和平東路三段8號1樓
2015,臺北市,3725,林青穀家庭醫學科診所,3501021480,106,臺北市大安區大安路一段2號之1
2015,臺北市,3726,健華診所,3501029922,106,臺北市大安區和平東路二段255號/257號4樓
2015,臺北市,3727,黃文香兒科診所,3501029628,106,臺北市大安區忠孝東路四段250號2樓之一
2015,臺北市,3728,臺北市立聯合醫院仁愛院區,101090517,106,臺北市大安區仁愛路四段10號
2015,臺北市,3729,臺北市立聯合醫院附設大安門診部,2101020019,106,臺北市大安區辛亥路3段15號
2015,臺北市,3730,基督復臨安息日會醫療財團法人臺安醫院,1101010021,105,臺北市松山區福成里001鄰八德路二段424號
2015,臺北市,3731,國軍松山總醫院附設民眾診療服務處,501010019,105,臺北市松山區龍田里014鄰健康路 131號
2015,臺北市,3732,博仁綜合醫院,1501010010,105,臺北市松山區復勢里018鄰光復北路66號
2015,臺北市,3733,臺北市立聯合醫院附設松山門診部,2101010013,105,臺北市松山區慈祐里018鄰八德路四段692號1樓
2015,臺北市,3734,詹前俊小兒科診所,3501010816,105,臺北市松山區東榮里007鄰民生東路五段105號
2015,臺北市,3735,許韻純小兒科診所,3501011359,105,臺北市松山區東榮里028鄰民生東路五段3號
2015,臺北市,3736,江崇萍小兒科診所,3501011260,105,臺北市松山區安平里006鄰南京東路五段251巷24弄27號1樓
2015,臺北市,3737,車參薇小兒科診所,3501011493,105,臺北市松山區復勢里001鄰八德路三段195號1樓
2015,臺北市,3738,馮子強診所,3501011279,105,臺北市松山區民有里024鄰民權東路三段160巷7號
2015,臺北市,3739,閎新耳鼻喉科皮膚科聯合診所,3501012838,105,臺北市松山區八德路三段20之2號
2015,臺北市,3740,安美診所,3501013031,105,臺北市松山區中崙里007鄰八德路2段386號2樓之4
2015,臺北市,3741,林忠志診所,3501010736,105,臺北市松山區安平里012鄰南京東路五段291巷20弄3-3號
2015,臺北市,3742,劉內兒科診所,3501010094,105,臺北市松山區三民里013鄰民生東路五段148號1樓
2015,臺北市,3743,大家好診所,3501013157,105,臺北市松山區東昌里012鄰民生東路四段80巷11弄2號1樓
2015,臺北市,3744,杰聖診所,3501013442,105,臺北市松山區富泰里009鄰三民路96巷1號1樓 
2015,臺北市,3745,吳慶南內科診所,3501010932,105,臺北市松山區三民里011鄰民生東路五段138號
2015,臺北市,3746,江建中診所,3501011037,105,臺北市松山區新聚里023鄰八德路四段285號1樓
2015,臺北市,3747,王躬仁診所,3501011466,105,臺北市松山區東榮里003鄰新中街12-3號1樓
2015,臺北市,3748,陳炳堅內科診所　,3501010763,105,臺北市松山區介壽里005鄰延壽街327號
2015,臺北市,3749,安德聯合診所,3501011313,105,臺北市松山區敦化里014鄰八德路三段34號4樓
2015,臺北市,3750,安禾聯合診所,3501013040,105,臺北市松山區民有里030鄰民權東路三段178號3樓
2015,臺北市,3751,謝耳鼻喉科診所,3501010227,105,臺北市松山區三民里013鄰民生東路五段148號2樓
2015,臺北市,3752,鈞賀診所,3501014476,106,臺北市松山區民生東路５段８９號
2015,臺北市,3753,國立臺灣大學醫學院附設醫院,401180014,100,臺北市中正區中山南路7號
2015,臺北市,3754,國立臺灣大學醫學院附設醫院兒童醫院,401180023,100,臺北市中正區中山南路８號
2015,臺北市,3755,臺北市立聯合醫院附設中正門診部,2101180038,100,臺北市中正區牯嶺街24號1樓
2015,臺北市,3756,朱小兒科診所,3501181267,100,臺北市中正區汀洲路二段220號
2015,臺北市,3757,周正成小兒科診所,3501181810,100,臺北市中正區忠孝東路二段22號
2015,臺北市,3758,國軍台北門診中心附設民眾診療服務處,2501180018,100,臺北市中正區紹興南街7號
2015,臺北市,3759,醫療財團法人徐元智先生醫藥基金會遠東聯合診所,4001180010,100,臺北市中正區永綏街8號
2015,臺北市,3760,怡和診所,3501183547,100,臺北市中正區汀洲路二段212號
2015,臺北市,3761,同泰診所,3501181589,100,臺北市中正區汀洲路二段136號
2015,臺北市,3762,健康101診所,3501183850,100,臺北市中正區牯嶺街97號
2015,臺北市,3763,紹毅內兒科診所,3501180395,100,臺北市中正區八德路1段52號
2015,臺北市,3764,悅心診所,3501184393,100,臺北市中正區羅斯福路2段7-2號
2015,臺北市,3765,張孟源內科診所,3501181614,100,臺北市中正區中華路2段325號1樓
2015,臺北市,3766,醫療財團法人好心肝基金會好心肝診所,4001180029,100,臺北市中正區公園路30號2樓-2
2015,臺北市,3767,禾馨婦產科,3501184731,100,臺北市中正區懷寧街78號、78號2樓 
2015,臺北市,3768,鈞安診所,3501184955,100,臺北市中正區中華路2段431號 
2015,臺北市,3769,匯安診所,3501184384,100,臺北市中正區和平西路1段20號5樓
2015,臺北市,3770,三軍總醫院附設民眾診療服務處,501110514,114,臺北市內湖區成功路2段325號
2015,臺北市,3771,財團法人康寧醫院,1101110026,114,臺北市內湖區成功路5段420巷26號2樓
2015,臺北市,3772,中國醫藥大學附設醫院臺北分院,1301110511,114,臺北市內湖區內湖路2段360號
2015,臺北市,3773,臺北市立聯合醫院附設內湖門診部,2101110027,114,臺北市內湖區民權東路6段99號1樓
2015,臺北市,3774,國泰醫療財團法人內湖國泰診所,4001110018,114,臺北市內湖區瑞光路506號
2015,臺北市,3775,林永正診所,3501110777,114,臺北市內湖區康樂街130號
2015,臺北市,3776,東湖內兒科診所,3501110026,114,臺北市內湖區東湖路4號
2015,臺北市,3777,雙湖診所,3501110482,114,臺北市內湖區金龍路49號
2015,臺北市,3778,焉醫師診所,3501113134,114,臺北市內湖區內湖路二段357-1號
2015,臺北市,3779,劉淦華診所,3501110571,114,臺北市內湖區金龍路43號
2015,臺北市,3780,王慶森診所,3501110115,114,臺北市內湖區港墘路65號
2015,臺北市,3781,魏穀年診所,3501110188,114,臺北市內湖區內湖路1段403號
2015,臺北市,3782,馬思特診所,3501110982,114,臺北市內湖區成功路4段53號
2015,臺北市,3783,魏之明小兒科診所,3501112815,114,臺北市內湖區康寧路3段54-6號
2015,臺北市,3784,林孟勳診所,3501112860,114,臺北市內湖區成功路4段61巷32弄2號
2015,臺北市,3785,陳森豐診所,3501110080,114,臺北市內湖區環山路1段2號
2015,臺北市,3786,康育診所,3501110231,114,臺北市內湖區成功路3段189號
2015,臺北市,3787,日新診所,3501112851,114,臺北市內湖區成功路5段446號
2015,臺北市,3788,謝小兒科,3501110811,114,臺北市內湖區東湖路147號2樓
2015,臺北市,3789,洪永祥診所,3501112299,114,臺北市內湖區成功路3段6巷1號
2015,臺北市,3790,禾馨民權婦幼診所,3501113741,114,臺北市內湖區民權東路6段42號2樓
2015,臺北市,3791,彥安診所,3501113625,114,臺北市內湖區康寧路3段157號1、2樓
2015,新北市,3792,永和復康醫院,1531031278,234,新北市永和區中和路575號
2015,新北市,3793,永和復康醫院,1531030100,234,新北市永和區中和路575號
2015,新北市,3794,思原內科診所,3531066013,242,新北市新莊區思源路４８號２樓
2015,新北市,3795,許景新耳鼻喉科診所,3531100136,251,新北市淡水區中山路１７號
2015,新北市,3796,愛麗生婦產科診所,3531143382,247,新北市蘆洲區長榮路３２３號１－５樓及３２５號２－５樓
2015,新北市,3797,杏心診所,3531025905,241,新北市三重區自強路１段１９５號１樓 
2015,新北市,3798,中興內科診所,3531113053,221,新北市汐止區中興路202號
2015,新北市,3799,幸安診所,3531081690,239,新北市鶯歌區仁愛路1號5樓
2015,新北市,3800,華安診所,3531143435,247,新北市蘆洲區中華街45-1號
2015,新北市,3801,益安診所,3531025861,241,新北市三重區正義北路152號
2015,新北市,3802,三峽愛林診所,3531091990,237,新北市三?區民權街8號
2015,新北市,3803,麗安診所,3531064448,242,新北市新莊區幸福路541號
2015,新北市,3804,昌明耳鼻喉科診所 ,3531065945,242,新北市新莊區昌明街８０號１樓
2015,新北市,3805,長榮宥宥婦產科診所,3531142705,247,新北市蘆洲區永樂街２號１樓、２樓、３樓
2015,新北市,3806,五股區衛生所,2331150015,248,新北市五股區中興路４段６７號之１
2015,新北市,3807,江村聯合診所,3531022600,241,新北市三重區重新路３段７號１－４樓及９號２－４樓
2015,新北市,3808,宏仁醫院,1531020122,241,新北市三重區三和路２段１８６－１９６號
2015,新北市,3809,欣心診所,3531017305,220,新北市板橋區莒光路９４號１樓
2015,新北市,3810,悅兒診所,3531091963,237,新北市三峽區學成路３２９之１號１樓
2015,新北市,3811,惟新診所,3531025674,241,新北市三重區五華街１４５號１樓
2015,新北市,3812,詠安診所,3531120183,224,新北市瑞芳區明燈路３段７９號１樓
2015,新北市,3813,新北市立聯合醫院,131020016,241,新北市三重區新北大道１段３號
2015,新北市,3814,楓江診所,3531161531,243,新北市泰山區楓江路８號 
2015,新北市,3815,瑞芳區衛生所,2331120017,224,新北市瑞芳區明燈路３段１號
2015,新北市,3816,瑞芳礦工醫院,1531120038,224,新北市瑞芳區一坑路７１之２號
2015,新北市,3817,賴和鴻診所,3531160267,243,新北市泰山區明志路２段４２號１樓
